A0471	艱難梭菌引起的小腸結腸炎，復發性
M50223	C6-C7水平的其他頸椎間盤移位
M5031	其他頸椎間盤退變、高頸區
M50320	其他頸椎間盤退變，頸中區，未明確級別
M50321	C4-C5水平的其他頸椎間盤退變
M50322	C5-C6水平的其他頸椎間盤退變
M50323	C6-C7水平的其他頸椎間盤退變
M5081	其他頸椎間盤疾病、高頸區
M50820	其他頸椎間盤疾病，頸中區，未明確級別
M50821	C4-C5 水平的其他頸椎間盤疾病
M50822	C5-C6 水平的其他頸椎間盤疾病
M50823	C6-C7 水平的其他頸椎間盤疾病
M5091	頸椎間盤疾病，未明確，高頸區
M50920	未特指的頸椎間盤疾病，中頸區，未特指的水平
M50921	C4-C5 水平未特指的頸椎間盤疾病
M50922	C5-C6 水平未特指的頸椎間盤疾病
M50923	C6-C7 水平未特指的頸椎間盤疾病
M532X	脊柱不穩
M532X1	脊柱不穩，枕-寰樞椎區
M532X2	脊柱不穩，頸部區域
M532X3	脊柱不穩，頸胸區
M532X4	脊柱不穩，胸椎
M532X5	脊柱不穩，胸腰椎區
M532X6	脊柱不穩，腰部
M532X7	脊柱不穩，腰骶部
M532X8	脊柱不穩，骶骨和骶尾部區域
M532X9	脊柱不穩，部位未明確
M6023	軟組織異物肉芽腫，未在別處分類，前臂
M6132	與燒傷、上臂相關的肌肉鈣化和骨化
M614	其他肌肉鈣化
M6284	肌肉減少症
M6383	分類在它處的疾病中的肌肉疾病，前臂
M6523	鈣化性肌腱炎，前臂
M6633	屈肌腱、前臂自發性斷裂
M6688	其他肌腱、其他部位的自發性斷裂
M67839	其他指定的滑膜和肌腱疾病，未指定的腕部
M7111	其他感染性滑囊炎，肩
M7152	其他未分類的滑囊炎，肘部
M751	肩袖撕裂或破裂，未指定為創傷性
M7510	未指明的肩袖撕裂或破裂，未指明為外傷性
M75100	未指定的肩袖撕裂或未指定肩部破裂，未指定為外傷
M75101	未指明的肩袖撕裂或右肩破裂，未指明為外傷
M75102	未指明的肩袖撕裂或左肩破裂，未指明為外傷
M7511	未指定為外傷性的不完全肩袖撕裂或破裂
M75110	肩袖不完全撕裂或未指定肩部破裂，未指定為外傷
M75111	肩袖不完全撕裂或右肩破裂，未指定為外傷
M75112	不完全肩袖撕裂或左肩破裂，未指定為外傷
M7512	未指定為外傷性的完全肩袖撕裂或破裂
M75120	肩袖完全撕裂或未指定肩部破裂，未指定為外傷
M75121	肩袖完全撕裂或右肩破裂，未指定為外傷
M75122	肩袖完全撕裂或左肩破裂，未指定為外傷
M7600	臀肌腱炎，未明確的髖關節
M7601	臀肌腱炎，右髖
M7602	臀肌腱炎，左髖
M7610	腰肌腱炎，未明確的髖關節
M7611	腰肌腱炎，右髖
M7612	腰肌腱炎，左髖
M7630	髂脛束綜合徵，不明腿
M7631	髂脛束綜合徵，右腿
M7632	髂脛束綜合徵，左腿
M768	其他特定的下肢附著點，不包括足
M7681	脛前綜合徵
M76811	脛前綜合徵，右腿
M76812	前脛骨綜合徵，左腿
M76819	脛前綜合徵，未明確的腿
M7682	脛後肌腱炎
M76821	脛後肌腱炎，右腿
M76822	脛後肌腱炎，左腿
M76829	脛後肌腱炎，不明腿
M7689	其他特定的下肢附著點，不包括足
M76891	右下肢其他特定的附著點病，不包括足
M76892	左下肢其他特定的附著點病，不包括足
M76899	未特指的下肢的其他特指附著點病，不包括足
M775	足踝的其他附著點病
M7750	其他未特指的足和踝關節附著點病變
M7751	右腳和踝關節的其他附著點病變
M7752	左腳和腳踝的其他附著點病變
M7910	肌痛，未指定部位
M7911	咀嚼肌肌痛
M7912	輔助肌肉、頭頸部肌痛
M7918	肌痛，其他部位
M79646	未指明的手指疼痛
M8000	年齡相關性骨質疏鬆症伴當前病理性骨折，未指定部位
M80011	年齡相關性骨質疏鬆症伴當前病理性骨折，右肩
M80012	年齡相關性骨質疏鬆症伴當前病理性骨折，左肩
M80019	年齡相關性骨質疏鬆症伴當前病理性骨折，未明確肩部
M80021	年齡相關性骨質疏鬆症伴當前病理性骨折，右側肱骨
M80022	年齡相關性骨質疏鬆症伴當前病理性骨折，左側肱骨
M80029	年齡相關性骨質疏鬆症伴當前病理性骨折，未明確的肱骨
M80031	年齡相關性骨質疏鬆症伴當前病理性骨折，右前臂
M80032	年齡相關性骨質疏鬆症伴當前病理性骨折，左前臂
M80039	年齡相關性骨質疏鬆症伴當前病理性骨折，未明確的前臂
M80041	年齡相關性骨質疏鬆症伴當前病理性骨折，右手
M80042	年齡相關性骨質疏鬆症伴當前病理性骨折，左手
M80049	年齡相關性骨質疏鬆症伴當前病理性骨折，未明確的手
M80051	年齡相關性骨質疏鬆症伴當前病理性骨折，右股骨
M80052	年齡相關性骨質疏鬆症伴當前病理性骨折，左股骨
M80059	年齡相關性骨質疏鬆症伴當前病理性骨折，未明確的股骨
M80061	年齡相關性骨質疏鬆症伴當前病理性骨折，右小腿
M80062	年齡相關性骨質疏鬆症伴當前病理性骨折，左小腿
M80069	年齡相關性骨質疏鬆症伴當前病理性骨折，小腿不明
M80071	年齡相關性骨質疏鬆症伴當前病理性骨折、右腳踝和足部
M80072	年齡相關性骨質疏鬆症伴當前病理性骨折、左腳踝和足部
M80079	年齡相關性骨質疏鬆症伴當前病理性骨折、未明確的腳踝和足部
M8008	年齡相關性骨質疏鬆症伴當前病理性骨折，椎骨（e）
M800A	年齡相關性骨質疏鬆症伴當前病理性骨折，其他部位
M8080	其他伴有病理性骨折的骨質疏鬆症，未指明部位
M80811	其他伴有病理性骨折的骨質疏鬆症，右肩
M80812	其他伴有病理性骨折的骨質疏鬆症，左肩
M80819	其他伴有病理性骨折的骨質疏鬆症，未明確的肩部
M80821	其他骨質疏鬆症伴當前病理性骨折，右側肱骨
M80822	其他骨質疏鬆症伴當前病理性骨折，左肱骨
M80829	其他伴有病理性骨折、未明確肱骨的骨質疏鬆症
M80831	其他骨質疏鬆症伴當前病理性骨折，右前臂
M80832	其他骨質疏鬆症伴當前病理性骨折，左前臂
M80839	其他骨質疏鬆症伴當前病理性骨折，未明確的前臂
M80841	其他骨質疏鬆症伴當前病理性骨折，右手
M80842	其他骨質疏鬆症伴當前病理性骨折，左手
M80849	其他伴有病理性骨折的骨質疏鬆症，未明確的手
M80851	其他伴有病理性骨折的骨質疏鬆症，右股骨
M80852	其他伴有病理性骨折的骨質疏鬆症，左股骨
M80859	其他伴有病理性骨折的骨質疏鬆症，未明確的股骨
M80861	其他骨質疏鬆症伴當前病理性骨折，右小腿
M80862	其他骨質疏鬆症伴當前病理性骨折，左小腿
M80869	其他伴有病理性骨折的骨質疏鬆症，未明確的小腿
M80871	其他伴有病理性骨折、右腳踝和足部的骨質疏鬆症
M80872	其他伴有病理性骨折、左腳踝和足部的骨質疏鬆症
M80879	其他伴有病理性骨折、未特指的踝和足的骨質疏鬆症
M8088	其他伴有病理性骨折的骨質疏鬆症，椎骨（e）
M808A	目前病理性骨折的其他骨質疏鬆症，其他部位
M8430	應力性骨折，未指定部位
M84311	應力性骨折，右肩
M84312	應力性骨折，左肩
M84319	應力性骨折，未明確肩部
M84321	應力性骨折，右肱骨
M84322	應力性骨折，左肱骨
M84329	應力性骨折，未明確的肱骨
M84331	應力性骨折，右尺骨
M84332	應力性骨折，左尺骨
M84333	應力性骨折，右半徑
M84334	應力性骨折，左橈骨
M84339	應力性骨折，未明確的尺骨和橈骨
M84341	應力性骨折，右手
M84342	左手應力性骨折
M84343	應力性骨折，未指明的手
M84344	應力性骨折，右手手指
M84345	應力性骨折，左手指
M84346	應力性骨折，未指明的手指
M84350	應力性骨折、骨盆
M84351	應力性骨折，右股骨
M84352	應力性骨折，左股骨
M84353	應力性骨折，未明確的股骨
M84359	應力性骨折，髖部，未明確
M84361	應力性骨折，右脛骨
M84362	應力性骨折，左脛骨
M84363	應力性骨折，右腓骨
M84364	應力性骨折，左腓骨
M84369	應力性骨折，未明確的脛骨和腓骨
M84371	應力性骨折，右腳踝
M84372	應力性骨折，左腳踝
M84373	應力性骨折，未明確的腳踝
M84374	應力性骨折，右腳
M84375	應力性骨折，左腳
M84376	應力性骨折，不明足
M84377	應力性骨折，右腳趾
M84378	應力性骨折，左腳趾
M84379	應力性骨折，未指定的腳趾
M8438	應力性骨折，其他部位
M8440	病理性骨折，未指定部位
M84411	病理性骨折，右肩
M84412	病理性骨折，左肩
M84419	病理性骨折，不明肩
M84421	病理性骨折，右側肱骨
M84422	病理性骨折，左肱骨
M84429	病理性骨折，未明確的肱骨
M84431	病理性骨折，右尺骨
M84432	病理性骨折，左尺骨
M84433	病理性骨折，右橈骨
M84434	病理性骨折，左橈骨
M84439	病理性骨折，未明確的尺骨和橈骨
M84441	病理性骨折，右手
M84442	病理性骨折，左手
M84443	病理性骨折，不明手
M84444	病理性骨折，右手手指
M84445	病理性骨折，左手指
M84446	病理性骨折，未明確的手指
M84451	病理性骨折，右股骨
M84452	病理性骨折，左股骨
M84453	病理性骨折，不明股骨
M84454	病理性骨折、骨盆
M84459	病理性骨折，髖部，未明確
M84461	病理性骨折，右脛骨
M84462	病理性骨折，左脛骨
M84463	病理性骨折，右腓骨
M84464	病理性骨折，左腓骨
M84469	病理性骨折，不明脛腓骨
M8447	病理性骨折、腳踝、足部和腳趾
M84471	病理性骨折，右腳踝
M84472	病理性骨折，左腳踝
M84473	病理性骨折，未明確的腳踝
M84474	病理性骨折，右腳
M84475	病理性骨折，左腳
M84476	病理性骨折，不明足
M84477	病理性骨折，右腳趾
M84478	病理性骨折，左腳趾
M84479	病理性骨折，未明確腳趾
M8448	病理性骨折，其他部位
M8450	腫瘤性疾病中的病理性骨折，未指定部位
M84511	腫瘤性疾病中的病理性骨折，右肩
M84512	腫瘤病病理性骨折，左肩
M84519	腫瘤性疾病中的病理性骨折，未特指的肩部
M84521	腫瘤性疾病中的病理性骨折，右側肱骨
M84522	腫瘤病病理性骨折，左肱骨
M84529	腫瘤性疾病中的病理性骨折，未特指的肱骨
M84531	腫瘤性疾病中的病理性骨折，右尺骨
M84532	腫瘤病病理性骨折，左尺骨
M84533	腫瘤性疾病中的病理性骨折，右橈骨
M84534	腫瘤病病理性骨折，左橈骨
M84539	腫瘤性疾病、未特指的尺骨和橈骨的病理性骨折
M84541	腫瘤性疾病中的病理性骨折，右手
M84542	腫瘤病病理性骨折，左手
M84549	腫瘤性疾病的病理性骨折，未特指的手
M84550	腫瘤性疾病、骨盆的病理性骨折
M84551	腫瘤性疾病中的病理性骨折，右股骨
M84552	腫瘤病病理性骨折，左股骨
M84553	腫瘤性疾病中的病理性骨折，未特指的股骨
M84559	腫瘤性疾病中的病理性骨折，髖部，未明確
M84561	腫瘤病病理性骨折，右脛骨
M84562	腫瘤病病理性骨折，左脛骨
M84563	腫瘤性疾病中的病理性骨折，右腓骨
M84564	腫瘤病病理性骨折，左腓骨
M84569	腫瘤性疾病中的病理性骨折，未明確的脛骨和腓骨
M84571	腫瘤性疾病中的病理性骨折，右腳踝
M84572	腫瘤病病理性骨折，左腳踝
M84573	腫瘤性疾病中的病理性骨折，未明確的腳踝
M84574	腫瘤性疾病中的病理性骨折，右腳
M84575	腫瘤病病理性骨折，左腳
M84576	腫瘤性疾病中的病理性骨折，未特指的足部
M8458	腫瘤性疾病中的病理性骨折，其他指定部位
M8460	其他疾病的病理性骨折，未指定部位
M84611	其他疾病的病理性骨折，右肩
M84612	其他疾病病理性骨折，左肩
M84619	其他疾病的病理性骨折，未明確的肩部
M84621	其他疾病病理性骨折，右側肱骨
M84622	其他疾病病理性骨折，左肱骨
M84629	其他疾病的病理性骨折，未明確的肱骨
M84631	其他疾病病理性骨折，右尺骨
M84632	其他疾病病理性骨折，左尺骨
M84633	其他疾病的病理性骨折，右橈骨
M84634	其他疾病的病理性骨折，左橈骨
M84639	其他疾病的病理性骨折，未明確的尺骨和橈骨
M8464	其他疾病的病理性骨折，手
M84641	其他疾病病理性骨折，右手
M84649	其他疾病的病理性骨折，未明確的手
M84650	其他疾病的病理性骨折，骨盆
M84651	其他疾病病理性骨折，右股骨
M84652	其他疾病病理性骨折，左股骨
M84653	其他疾病的病理性骨折，未明確的股骨
M84659	其他疾病的病理性骨折，髖關節，未明確
M84661	其他疾病病理性骨折，右脛骨
M84662	其他疾病病理性骨折，左脛骨
M84663	其他疾病病理性骨折，右腓骨
M84664	其他疾病病理性骨折，左腓骨
M84669	其他疾病的病理性骨折，未明確的脛骨和腓骨
M84671	其他疾病病理性骨折，右腳踝
M84672	其他疾病病理性骨折，左腳踝
M84673	其他疾病的病理性骨折，未明確的腳踝
M84674	其他疾病病理性骨折，右腳
M84675	其他疾病病理性骨折，左腳
M84676	其他疾病的病理性骨折，未明確的足部
M8468	其他疾病、其他部位的病理性骨折
M847	非外傷性骨折，未分類在別處
M8475	非典型股骨骨折
M84750	非典型股骨骨折，未明確
M84751	不完全非典型股骨骨折，右腿
M84752	不完全非典型股骨骨折，左腿
M84753	不完全非典型股骨骨折，未指明的腿
M84754	完全橫向非典型股骨骨折，右腿
M84755	完全橫向非典型股骨骨折，左腿
M84756	完全橫向非典型股骨骨折，未指定的腿
M84757	完全傾斜的非典型股骨骨折，右腿
M84758	完全傾斜的非典型股骨骨折，左腿
M84759	完全性非典型股骨斜骨折，未明確下肢
M8538	濃縮性骨炎，其他網站
M8643	慢性骨髓炎伴引流竇、橈骨和尺骨
M86431	慢性骨髓炎伴引流竇、右橈骨和尺骨
M86432	慢性骨髓炎伴引流竇、左橈骨和尺骨
M86439	慢性骨髓炎伴引流竇、未明確的橈骨和尺骨
M8646	慢性骨髓炎伴有引流竇、脛骨和腓骨
M86461	慢性骨髓炎伴引流竇、右脛骨和腓骨
M86462	慢性骨髓炎伴有引流竇、左脛骨和腓骨
M86469	慢性骨髓炎伴有引流竇、未明確的脛腓骨
M8653	其他慢性血源性骨髓炎、橈骨和尺骨
M86531	其他慢性血源性骨髓炎，右橈骨和尺骨
M86532	其他慢性血源性骨髓炎，左橈骨和尺骨
M86539	其他慢性血源性骨髓炎，未明確的橈骨和尺骨
M8656	其他慢性血源性骨髓炎、脛腓骨
M86561	其他慢性血源性骨髓炎、右脛腓骨
M86562	其他慢性血源性骨髓炎，左脛腓骨
M86569	其他慢性血源性骨髓炎，未明確的脛腓骨
M8662	其他慢性骨髓炎、肱骨
M86621	其他慢性骨髓炎，右側肱骨
M86622	其他慢性骨髓炎，左肱骨
M86629	其他慢性骨髓炎，未明確的肱骨
M8663	其他慢性骨髓炎、橈骨和尺骨
M86631	其他慢性骨髓炎，右橈骨和尺骨
M86632	其他慢性骨髓炎，左橈骨和尺骨
M86639	其他慢性骨髓炎，未明確的橈骨和尺骨
M8666	其他慢性骨髓炎、脛腓骨
M86661	其他慢性骨髓炎，右脛腓骨
M86662	其他慢性骨髓炎，左脛腓骨
M86669	其他慢性骨髓炎，未明確的脛骨和腓骨
M868X	其他骨髓炎
M868X0	其他骨髓炎，多部位
M868X1	其他骨髓炎，肩
M868X2	其他骨髓炎，上臂
M868X3	其他骨髓炎，前臂
M868X4	其他骨髓炎，手
M868X5	其他骨髓炎，大腿
M868X6	其他骨髓炎，小腿
M868X7	其他骨髓炎、腳踝和足部
M868X8	其他骨髓炎，其他部位
M868X9	其他骨髓炎，未指定部位
M8954	骨質溶解，手
M8958	骨溶解，其他部位
M8972	主要骨缺損，肱骨
M89721	主要骨缺損，右肱骨
M89722	主要骨缺損，左肱骨
M89729	主要骨缺損，未明確的肱骨
M898X	其他特定的骨骼疾病
M898X0	其他特定的骨骼疾病，多部位
M898X1	其他特定的骨骼、肩部疾病
M898X2	其他特定的骨骼、上臂疾病
M898X3	其他特定的骨骼、前臂疾病
M898X4	其他特定的骨骼、手部疾病
