E083211	由潛在疾病引起的糖尿病伴輕度非增殖性糖尿病視網膜病變伴黃斑水腫，右眼
S52281S	右尺骨彎曲，後遺症
S52282A	左尺骨彎曲，初次接觸閉合性骨折
S52282B	左尺骨彎曲，初次接觸 I 型或 II 型開放性骨折
S52282C	左尺骨彎曲，初次接觸 IIIA、IIIB 或 IIIC 型開放性骨折
S52282D	左尺骨彎曲，隨後遇到閉合性骨折並常規癒合
S52282E	左尺骨彎曲，隨後遇到 I 型或 II 型開放性骨折並常規癒合
S52282F	左尺骨彎曲，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折並常規癒合
S52282G	左尺骨彎曲，隨後因閉合性骨折而延遲癒合
S52282H	左尺骨彎曲，隨後遇到 I 型或 II 型開放性骨折，癒合延遲
S52282J	左尺骨彎曲，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折，癒合延遲
S52282K	左尺骨彎曲，隨後因閉合性骨折不癒合
S52282M	左尺骨彎曲，隨後遇到 I 型或 II 型開放性骨折且不癒合
S52282N	左尺骨彎曲，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴骨不連
S52282P	左尺骨彎曲，隨後因閉合性骨折合併畸形癒合
S52282Q	左尺骨彎曲，隨後遇到 I 型或 II 型開放性骨折並伴有畸形癒合
S52282R	左尺骨彎曲，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52282S	左尺骨彎曲，後遺症
S52283A	未明確尺骨的彎曲骨，初次接觸閉合性骨折
S52283B	未明確尺骨的彎曲骨，初次接觸 I 型或 II 型開放性骨折
S52283C	未明確尺骨的彎曲骨，初次接觸 IIIA、IIIB 或 IIIC 型開放性骨折
S52283D	未明確尺骨的彎曲骨，隨後遇到閉合性骨折並常規癒合
S52283E	未明確尺骨的彎曲骨，隨後遇到 I 型或 II 型開放性骨折並常規癒合
S52283F	未明確尺骨的彎曲骨，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折並常規癒合
S52283G	未明確尺骨的彎曲骨，隨後因閉合性骨折而延遲癒合
S52283H	未明確尺骨的彎曲骨，隨後遇到 I 型或 II 型開放性骨折，癒合延遲
S52283J	未明確尺骨的彎曲骨，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折，癒合延遲
S52283K	未明確尺骨的彎曲骨，隨後因閉合性骨折不癒合而發生
S52283M	未明確尺骨的彎曲骨，隨後遇到 I 型或 II 型開放性骨折並伴有骨不連
S52283N	未明確尺骨的彎曲骨，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴骨不連
S52283P	未明確尺骨的彎曲骨，隨後因閉合性骨折合併畸形癒合
S52283Q	未明確尺骨的彎曲骨，隨後遇到 I 型或 II 型開放性骨折並伴有畸形癒合
S52283R	未明確尺骨的彎曲骨，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52283S	未明確尺骨彎曲骨，後遺症
S52291A	右尺骨干其他骨折，初次接觸閉合性骨折
S52291B	其他右尺骨幹骨折，初次接觸開放性骨折Ⅰ型或Ⅱ型
S52291C	右尺骨幹的其他骨折，初次遇到開放性骨折類型 IIIA、IIIB 或 IIIC
S52291D	右尺骨幹的其他骨折，隨後遇到閉合性骨折並常規癒合
S52291E	右尺骨幹的其他骨折，隨後遇到開放性骨折 I 型或 II 型並常規癒合
S52291F	右尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折並常規癒合
S52291G	右尺骨干其他骨折，隨後發生閉合性骨折延遲癒合
S52291H	右尺骨幹的其他骨折，隨後遇到開放性骨折 I 型或 II 型延遲癒合
S52291J	右尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折，癒合延遲
S52291K	右尺骨幹的其他骨折，隨後遇到閉合性骨折不癒合
S52291M	右尺骨幹的其他骨折，隨後遇到開放性骨折 I 型或 II 型不癒合
S52291N	右尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴骨不連
S52291P	右尺骨干其他骨折，隨後因閉合性骨折合併畸形癒合
S52291Q	右尺骨幹的其他骨折，隨後遇到 I 型或 II 型開放性骨折合併畸形癒合
S52291R	右尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52291S	其他右尺骨幹骨折、後遺症
S52292A	左尺骨干其他骨折，初次接觸閉合性骨折
S52292B	左尺骨干其他骨折，初次接觸開放性骨折Ⅰ型或Ⅱ型
S52292C	左尺骨幹的其他骨折，初次遇到開放性骨折類型 IIIA、IIIB 或 IIIC
S52292D	左尺骨幹的其他骨折，隨後遇到閉合性骨折並常規癒合
S52292E	左尺骨幹的其他骨折，隨後遇到開放性骨折 I 型或 II 型並常規癒合
S52292F	左尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折並常規癒合
S52292G	左尺骨干其他骨折，隨後發生閉合性骨折延遲癒合
S52292H	左尺骨幹的其他骨折，隨後遇到開放性骨折 I 型或 II 型延遲癒合
S52292J	左尺骨幹的其他骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型延遲癒合
S52292K	左尺骨幹的其他骨折，隨後遇到閉合性骨折不癒合
S52292M	左尺骨幹的其他骨折，隨後遇到開放性骨折 I 型或 II 型不癒合
S52292N	左尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴骨不連
S52292P	左尺骨干其他骨折，隨後因閉合性骨折合併畸形癒合
S52292Q	左尺骨幹的其他骨折，隨後遇到 I 型或 II 型開放性骨折合併畸形癒合
S52292R	左尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52292S	其他左尺骨幹骨折，後遺症
S52299A	未明確尺骨幹的其他骨折，初次接觸閉合性骨折
S52299B	其他未特指的尺骨幹骨折，初次接觸開放性骨折 I 型或 II 型
S52299C	未特指的尺骨幹的其他骨折，初次遇到 IIIA、IIIB 或 IIIC 型開放性骨折
S52299D	其他未明確尺骨幹骨折，隨後發生閉合性骨折並常規癒合
S52299E	其他未特指的尺骨幹骨折，隨後遇到開放性骨折 I 型或 II 型並常規癒合
S52299F	未特指的尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折並常規癒合
S52299G	其他未明確尺骨幹骨折，隨後發生閉合性骨折延遲癒合
S52299H	其他未特指的尺骨幹骨折，隨後遇到開放性骨折 I 型或 II 型延遲癒合
S52299J	其他未特指的尺骨幹骨折，隨後出現 IIIA、IIIB 或 IIIC 型開放性骨折並延遲癒合
S52299K	未明確尺骨幹的其他骨折，隨後發生閉合性骨折伴骨不連
S52299M	未特指的尺骨幹的其他骨折，隨後遇到 I 型或 II 型開放性骨折伴骨不連
S52299N	未特指的尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴骨不連
S52299P	未明確尺骨幹的其他骨折，隨後發生閉合性骨折合併畸形癒合
S52299Q	其他未特指的尺骨幹骨折，隨後出現 I 型或 II 型開放性骨折並伴有畸形癒合
S52299R	未明確尺骨幹的其他骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52299S	其他未明確尺骨幹骨折、後遺症
S52301A	右橈骨骨幹未明確骨折，初次接觸閉合性骨折
S52301B	未特指的右橈骨幹骨折，初次遇到開放性骨折 I 型或 II 型
S52301C	未特指的右橈骨幹骨折，初次遇到開放性骨折類型 IIIA、IIIB 或 IIIC
S52301D	右橈骨幹未明確骨折，隨後遇到閉合性骨折並常規癒合
S52301E	未明確的右橈骨幹骨折，隨後遇到 I 型或 II 型開放性骨折並常規癒合
S52301F	未明確的右橈骨幹骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折並常規癒合
S52301G	未明確的右橈骨幹骨折，隨後遇到延遲癒合的閉合性骨折
S52301H	未明確的右橈骨幹骨折，隨後遇到開放性骨折 I 型或 II 型延遲癒合
S52301J	未明確的右橈骨幹骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型延遲癒合
S52301K	右橈骨幹未明確骨折，隨後遇到閉合性骨折不癒合
S52301M	未明確的右橈骨幹骨折，隨後遇到 I 型或 II 型開放性骨折伴骨不連
S52301N	未明確的右橈骨幹骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴骨不連
S52301P	未明確的右橈骨幹骨折，隨後遇到閉合性骨折合併畸形癒合
S52301Q	未明確的右橈骨幹骨折，隨後遇到 I 型或 II 型開放性骨折伴畸形癒合
S52301R	未明確的右橈骨幹骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52301S	未明確的右橈骨幹骨折，後遺症
S52302A	左橈骨軸未明確骨折，初次接觸閉合性骨折
S52302B	左橈骨幹未明確骨折，初次接觸開放性骨折 I 型或 II 型
S52302C	左橈骨骨幹未明確骨折，初次接觸開放性骨折類型 IIIA、IIIB 或 IIIC
S52302D	左橈骨幹未明確骨折，隨後遇到閉合性骨折並常規癒合
S52302E	左橈骨幹未明確骨折，隨後遇到開放性骨折 I 型或 II 型並常規癒合
S52302F	左橈骨幹未明確骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型並常規癒合
S52302G	左橈骨幹未明確骨折，隨後遇到閉合性骨折延遲癒合
S52302H	未明確的左橈骨幹骨折，隨後遇到開放性骨折 I 型或 II 型延遲癒合
S52302J	未明確的左橈骨幹骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型延遲癒合
S52302K	左橈骨軸未明確骨折，隨後遇到閉合性骨折伴骨不連
S52302M	左橈骨骨幹未明確骨折，隨後遇到 I 型或 II 型開放性骨折伴骨不連
S52302N	左橈骨骨幹未明確骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴骨不連
S52302P	左橈骨幹未明確骨折，隨後遇到閉合性骨折合併畸形癒合
S52302Q	左橈骨骨幹未明確骨折，隨後遇到 I 型或 II 型開放性骨折合併畸形癒合
S52302R	左橈骨幹未明確骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52302S	左橈骨幹不明骨折，後遺症
S52309A	未指定半徑的軸的未指定骨折，閉合性骨折的初始遭遇
S52309B	未指定半徑的軸的未指定骨折，首次遇到開放性骨折類型 I 或 II
S52309C	未指定半徑的軸的未指定骨折，首次遇到開放性骨折類型 IIIA、IIIB 或 IIIC
S52309D	未指定半徑的軸的未指定骨折，隨後遇到常規癒合的閉合性骨折
S52309E	未指定橈骨軸的未指定骨折，隨後遇到開放性骨折 I 型或 II 型並常規癒合
S52309F	未指定橈骨軸的未指定骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型並常規癒合
S52309G	未指定半徑的軸的未指定骨折，隨後遇到延遲癒合的閉合性骨折
S52309H	未指定半徑的軸的未指定骨折，隨後遇到開放性骨折 I 型或 II 型延遲癒合
S52309J	未指定橈骨軸的未指定骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型延遲癒合
S52309K	未指定半徑的軸的未指定骨折，隨後遇到不癒合的閉合性骨折
S52309M	未指定半徑的軸的未指定骨折，隨後遇到開放性骨折 I 型或 II 型不癒合
S52309N	未指定半徑的軸的未指定骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴不癒合
S52309P	未指定半徑的軸的未指定骨折，隨後遇到閉合性骨折合併畸形癒合
S52309Q	未指定半徑的軸的未指定骨折，隨後遇到 I 型或 II 型開放性骨折伴畸形癒合
S52309R	未指定半徑的軸的未指定骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52309S	未指定半徑的軸的未指定骨折，後遺症
S52311A	橈骨幹Greenstick骨折，右臂，閉合性骨折的初次接觸
S52311D	橈骨幹青枝骨折，右臂，隨後遇到骨折並常規癒合
S52311G	橈骨幹青枝骨折，右臂，隨後遇到骨折延遲癒合
S52311K	橈骨幹青枝骨折，右臂，隨後遇到骨折不癒合
S52311P	橈骨、右臂軸Greenstick骨折，隨後因畸形癒合骨折而發生
S52311S	橈骨幹青枝骨折、右臂、後遺症
S52312A	橈骨幹Greenstick骨折，左臂，閉合性骨折的初次接觸
S52312D	橈骨幹青枝骨折，左臂，隨後遇到骨折並常規癒合
S52312G	橈骨幹青枝骨折，左臂，隨後遇到骨折延遲癒合
S52312K	橈骨幹青枝骨折，左臂，隨後遇到骨折不癒合
S52312P	橈骨幹Greenstick骨折，左臂，隨後遇到骨折畸形癒合
S52312S	橈骨幹青枝骨折、左臂、後遺症
S52319A	橈骨軸Greenstick骨折，未指定的臂，閉合性骨折的初次接觸
S52319D	橈骨幹青枝骨折，未明確的手臂，隨後遇到骨折並常規癒合
S52319G	橈骨幹青枝骨折，未明確的手臂，隨後發生骨折延遲癒合
S52319K	橈骨幹青枝骨折，未明確的手臂，隨後遇到骨折不癒合
S52319P	橈骨幹青枝骨折，未明確的手臂，隨後發生骨折合併畸形癒合
S52319S	橈骨幹Greenstick骨折，未明確的手臂，後遺症
S52321A	右橈骨幹橫向骨折移位，閉合性骨折初遇
S52321B	右橈骨幹橫向移位骨折，初次接觸開放性骨折Ⅰ型或Ⅱ型
S52321C	右橈骨幹橫斷骨折，IIIA、IIIB 或 IIIC 型開放性骨折的初次接觸
S52321D	右橈骨幹橫斷骨折，繼發閉合性骨折，常規癒合
S52321E	右橈骨幹橫向骨折，隨後遇到開放性骨折I或II型，常規癒合
S52321F	右橈骨幹橫向骨折，隨後遇到開放性骨折類型 IIIA、IIIB 或 IIIC，常規癒合
S52321G	右橈骨幹橫斷骨折，繼發閉合性骨折延遲癒合
S52321H	右橈骨幹橫斷骨折，隨後遇到開放性骨折Ⅰ型或Ⅱ型，癒合延遲
S52321J	右橈骨幹橫向骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型延遲癒合
S52321K	右橈骨幹橫向骨折移位，隨後遇到閉合性骨折不癒合
S52321M	右橈骨幹橫向骨折，隨後遇到開放性骨折I或II型不癒合
S52321N	右橈骨幹橫向骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型不癒合
S52321P	右橈骨幹橫向骨折移位，繼發閉合性骨折合併畸形癒合
S52321Q	右橈骨幹橫斷骨折，隨後遇到開放性骨折Ⅰ型或Ⅱ型合併畸形癒合
S52321R	右橈骨幹橫向骨折移位，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52321S	右橈骨幹移位橫向骨折，後遺症
S52322A	左橈骨幹橫斷骨折，初次接觸閉合性骨折
S52322B	左橈骨幹橫向移位骨折，初次接觸開放性骨折Ⅰ型或Ⅱ型
S52322C	左橈骨幹橫斷骨折，IIIA、IIIB 或 IIIC 型開放性骨折的初次接觸
S52322D	左側橈骨幹橫斷骨折，繼發閉合性骨折，常規癒合
S52322E	左側橈骨幹橫向骨折，隨後遇到開放性骨折I型或II型，常規癒合
S52322F	左側橈骨幹橫向骨折，隨後遇到開放性骨折類型 IIIA、IIIB 或 IIIC，常規癒合
S52322G	左橈骨幹橫斷骨折，繼發閉合性骨折延遲癒合
S52322H	左側橈骨幹橫斷骨折，隨後遇到開放性骨折Ⅰ型或Ⅱ型，癒合延遲
S52322J	左側橈骨幹橫向骨折，隨後遇到開放性骨折IIIA、IIIB或IIIC型延遲癒合
S52322K	左側橈骨幹橫向骨折移位，隨後遇到閉合性骨折不癒合
S52322M	左側橈骨幹橫向骨折移位，隨後遇到開放性骨折 I 型或 II 型不癒合
S52322N	左側橈骨幹橫向骨折移位，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型不癒合
S52322P	左橈骨幹橫向骨折移位，繼發閉合性骨折合併畸形癒合
S52322Q	左側橈骨幹橫向骨折移位，隨後遇到開放性骨折I型或II型合併畸形癒合
S52322R	左側橈骨幹橫向骨折，隨後遇到開放性骨折IIIA、IIIB或IIIC型畸形癒合
S52322S	左橈骨幹移位橫向骨折，後遺症
S52323A	未指定半徑的軸的移位橫向骨折，閉合性骨折的初始遭遇
S52323B	未指定半徑的軸移位橫向骨折，首次遇到開放性骨折 I 型或 II 型
S52323C	未指定半徑的軸移位橫向骨折，初次遇到 IIIA、IIIB 或 IIIC 型開放性骨折
S52323D	未明確半徑的骨幹橫向移位骨折，隨後遇到閉合性骨折並常規癒合
S52323E	未明確橈骨幹的移位橫向骨折，隨後遇到開放性骨折 I 型或 II 型並常規癒合
S52323F	未明確橈骨幹的移位橫向骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型並常規癒合
S52323G	未明確半徑的骨幹橫向移位骨折，隨後遇到延遲癒合的閉合性骨折
S52323H	未明確橈骨幹的移位橫向骨折，隨後遇到開放性骨折 I 型或 II 型延遲癒合
S52323J	未明確橈骨幹的移位橫向骨折，隨後遇到開放性骨折 IIIA、IIIB 或 IIIC 型延遲癒合
S52323K	未指定半徑的骨幹橫向移位骨折，隨後遇到閉合性骨折不癒合
S52323M	未明確半徑的骨幹橫向移位骨折，隨後遇到開放性骨折 I 型或 II 型不癒合
S52323N	未明確半徑的骨幹橫向移位骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴骨不連
S52323P	未明確半徑的骨幹橫向移位骨折，隨後發生閉合性骨折合併畸形癒合
S52323Q	未明確半徑的骨幹橫向骨折移位，隨後遇到 I 型或 II 型開放性骨折合併畸形癒合
S52323R	未明確半徑的骨幹橫向移位骨折，隨後遇到 IIIA、IIIB 或 IIIC 型開放性骨折伴畸形癒合
S52323S	未明確半徑的軸移位橫向骨折，後遺症
S52324A	右橈骨幹無移位橫向骨折，初次接觸閉合性骨折
S52324B	右橈骨幹無移位橫向骨折，初次接觸開放性骨折Ⅰ型或Ⅱ型
S52324C	右橈骨幹的無移位橫向骨折，初次遇到 IIIA、IIIB 或 IIIC 型開放性骨折
S52324D	右橈骨幹無移位橫向骨折，隨後遇到閉合性骨折並常規癒合
S52324E	右橈骨幹無移位橫向骨折，隨後遇到開放性骨折 I 型或 II 型並常規癒合
